   0.00000000       2.21749841E-10 -0.408478737     -0.408478737     -0.895315409       3.42310291E-10   2.37442279       0.00000000       9.00298691       0.00000000       2.30394816       7.19004774     -0.420210302       1.59988260    
  0.250007629      0.383948177     -0.408478737     -0.402264714     -0.910644889       1.33500621E-03   2.41336417      0.415351212       9.08181190      0.521226048       2.30057311       6.87314129     -0.420788527       1.42425978    
  0.500015259      0.706272840     -0.408478737     -0.409941018     -0.891741991       1.14330649E-02   2.36542559      0.814606011       8.93594074      0.966824710       2.29720259       7.23216391     -0.421367496       1.16161489    
  0.750007629      0.970166326     -0.408478737     -0.417148918     -0.874311984       1.43216662E-02   2.32196879       1.24487472       8.32814121       1.34000099       2.29383612       7.55363655     -0.421947271      0.961606562    
   1.00000763       1.19119430     -0.408478737     -0.419810563     -0.867951691       1.97951738E-02   2.30628681       1.53278935       8.64296055       1.65209031       2.29047394       7.79886389     -0.422527850      0.814421237    
   1.25003052       1.38005078     -0.408478737     -0.420073330     -0.867325962       2.00542454E-02   2.30474925       1.82008648       8.62774563       1.94378805       2.28711605       7.73223734     -0.423109293      0.700818598    
   1.50000763       1.54320133     -0.408478737     -0.420315206     -0.866750360       1.97564997E-02   2.30333519       2.04137564       8.65275288       2.14537549       2.28376293       7.71964979     -0.423691422      0.607364595    
   1.75003052       1.68477917     -0.408478737     -0.420643091     -0.865970552       1.89598743E-02   2.30142117       2.20127296       8.62612057       2.26134038       2.28041363       7.62868738     -0.424274445      0.527465582    
   2.00001526       1.80771303     -0.408478737     -0.420754284     -0.865706265       1.85294654E-02   2.30077267       2.28679419       8.60416603       2.26940918       2.27706909       7.60293388     -0.424858183      0.457692683    
   2.25001526       1.91411424     -0.408478737     -0.421029627     -0.865052044       1.78160463E-02   2.29916835       2.29297590       8.59821892       2.18096566       2.27372861       7.61120558     -0.425442755      0.394648880    
   2.50001526       2.00543785     -0.408478737     -0.421263933     -0.864495695       1.71597302E-02   2.29780483       2.22041941       8.57866001       1.98087919       2.27039218       7.54711533     -0.426028162      0.336992174    
   2.75001526       2.08291650     -0.408478737     -0.421372294     -0.864238501       1.66879538E-02   2.29717445       2.07383919       8.57337666       1.69509089       2.26706028       7.52236938     -0.426614344      0.283706099    
   3.00000763       2.14754200     -0.408478737     -0.421303481     -0.864401877       1.62649397E-02   2.29757476       1.86535740       8.59054184       1.19686294       2.26373267       7.29329300     -0.427201331      0.234168619    
   3.25000763       2.20012736     -0.408478737     -0.421288848     -0.864436567       1.34504698E-02   2.29765987       1.58670521       8.58248234      0.731834173       2.26040912       7.26215601     -0.427789122      0.186760426    
   3.50003052       2.24103618     -0.408478737     -0.421311110     -0.864383757       1.25347385E-02   2.29753041       1.26208675       8.59023094      0.194758132       2.25709009       7.19800234     -0.428377748      0.140966818    
   3.75001526       2.27064443     -0.408478737     -0.421345741     -0.864301562       1.19011551E-02   2.29732895      0.896603286       8.59721947      0.323336840       2.25377536       7.17140007     -0.428967148       9.63128507E-02
   4.00001526       2.28918719     -0.408478737     -0.421371132     -0.864241302       1.17006497E-02   2.29718137      0.483059734       8.57855129      0.814480007       2.25046468       7.15644121     -0.429557413       5.25242463E-02
   4.25000763       2.29682040     -0.408478737     -0.421381027     -0.864217818       1.17469961E-02   2.29712391       9.28561315E-02   8.61083412       1.26446140       2.24715805       7.14145422     -0.430148453       1.02174943E-02
   4.50001526       2.29362226     -0.408478737     -0.421377838     -0.864225388       1.16818557E-02   2.29714251      0.338538706       8.59533691       1.66118658       2.24385595       7.11279202     -0.430740297       3.48227918E-02
   4.75003052       2.27954793     -0.408478737     -0.421330541     -0.864337623       1.12062190E-02   2.29741740      0.760620832       8.57860947       1.98791385       2.24055743       7.05075645     -0.431333035       7.86741897E-02
   5.00003052       2.25423932     -0.408478737     -0.421209604     -0.864624679       1.23490607E-02   2.29812074       1.14273596       8.57890511       2.17587161       2.23726392       7.01630878     -0.431926489      0.123894803    
   5.25001526       2.21757698     -0.408478737     -0.421106070     -0.864870548       1.22490497E-02   2.29872322       1.48189259       8.58545971       2.22281337       2.23397422       6.85455418     -0.432520807      0.169710383    
   5.50000763       2.16932178     -0.408478737     -0.421036750     -0.865035176       1.20662190E-02   2.29912686       1.77367592       8.59059143       2.10097265       2.23068905       6.83618164     -0.433115900      0.216762245    
   5.75001526       2.10906339     -0.408478737     -0.420973778     -0.865184724       1.17915682E-02   2.29949355       2.00589252       8.59888649       1.84604526       2.22740793       6.80864668     -0.433711857      0.265859991    
   6.00001526       2.03617001     -0.408478737     -0.420847178     -0.865485489       1.11385724E-02   2.30023146       2.17677069       8.60070133       1.43227136       2.22413087       6.75187731     -0.434308618      0.317961842    
   6.25003052       1.94979525     -0.408478737     -0.420674175     -0.865896702       1.07081020E-02   2.30123973       2.27326441       8.61884403      0.949246407       2.22085786       6.72254896     -0.434906214      0.373836368    
   6.50001526       1.84885490     -0.408478737     -0.420451164     -0.866426945       9.58100241E-03   2.30254126       2.30180717       8.62048435      0.364105016       2.21758938       6.67523766     -0.435504645      0.434625477    
   6.75000763       1.73200417     -0.408478737     -0.420319080     -0.866741121       7.70303467E-03   2.30331254       2.25693059       8.63178539      0.214523926       2.21432495       6.64734602     -0.436103851      0.501574755    
   7.00000763       1.59737802     -0.408478737     -0.420137286     -0.867173731       5.00384113E-03   2.30437493       2.13858771       8.63409328      0.768054903       2.21106482       6.62588835     -0.436703861      0.577283919    
   7.25001526       1.44231129     -0.408478737     -0.419582278     -0.868495643       1.97789841E-03   2.30762434       1.96653330       8.65530968       1.35936105       2.20780849       6.55774403     -0.437304765      0.665662885    
   7.50001526       1.26311553     -0.408478737     -0.419239730     -0.869312346       2.70760059E-03   2.30963397       1.73751926       8.67580509       1.78135753       2.20455670       6.52325439     -0.437906504      0.771130264    
   7.75001526       1.05437326     -0.408478737     -0.416871935     -0.874976218       4.66359453E-03   2.32361174      0.903052270       8.27574921       2.16951466       2.20130897       6.33731270     -0.438509017      0.905277491    
   8.00001526      0.807474196     -0.408478737     -0.419530451     -0.868619144       1.81154311E-02   2.30792809       1.06459200       8.66086864       2.19803214       2.19806504       6.40446424     -0.439112395       1.07590628    
   8.25000763      0.509702325     -0.408478737     -0.411922574     -0.886919856       2.31032688E-02   2.35333204       1.00907457       8.87601948       1.82260621       2.19482565       6.13815165     -0.439716548       1.31724274    
   8.50001526      0.149767637     -0.408478737     -0.424784064     -0.856174350       2.36482788E-02   2.27749324      0.148386359       8.41271114       2.08650470       2.19158983       6.54105711     -0.440321624       1.55689144    
