   0.00000000       2.21749841E-10  -1.18773961      -1.18773961      0.172052011       2.14077575E-10  0.598106921       0.00000000       2.16858172       0.00000000      0.417003304      0.976433158      -1.38030481       1.00055122    
  0.250015259      0.240003303      -1.18773961      -1.18094695      0.166316614       1.99697562E-03  0.604899466      0.408761770       2.11714983      0.414752305      0.415560663      0.961860061      -1.38188803      0.875996172    
  0.500015259      0.428050935      -1.18773961      -1.17690611      0.162889048       7.82076921E-03  0.608959496      0.603577375       2.18514800       6.47275522E-02  0.414116591      0.952447772      -1.38347292      0.618505836    
  0.750015259      0.549727261      -1.18773961      -1.16910219      0.156236097       7.92406965E-03  0.616842389      0.490553826       2.12068892      0.393122941      0.412670493      0.938477516      -1.38505983      0.369130284    
   1.00000763      0.610252142      -1.18773961      -1.16902852      0.156173080       1.96454255E-03  0.616917133      0.107464962       2.11805916      0.177368477      0.411222786      0.933734179      -1.38664842      0.114839733    
   1.25000763      0.607906580      -1.18773961      -1.16916108      0.156286463       2.43783346E-03  0.616782665      0.326739877       2.12276793      0.337574631      0.409773558      0.928735733      -1.38823867      0.132601276    
   1.50001526      0.543076575      -1.18773961      -1.16838932      0.155626148       7.96269160E-03  0.617565334      0.564013004       2.19547009      0.285980701      0.408322304      0.923942447      -1.38983095      0.389325380    
   1.75001526      0.411209762      -1.18773961      -1.16431546      0.152133331       1.31082824E-02  0.621705592      0.600758612       2.21120071      0.208361596      0.406869024      0.914116442      -1.39142513      0.666854382    
   2.00001526      0.213501364      -1.18773961      -1.18039846      0.165852070       1.15396986E-02  0.605449677      0.169448942       2.09457564      0.326270610      0.405414134      0.930732727      -1.39302099      0.903095782    
   2.25001526       3.37397605E-02  -1.18773961      -1.16994786      0.156959191       1.24514122E-02  0.615985394      0.186700970       2.14489293       8.73215869E-02  0.403957248      0.912664950      -1.39461875       1.01548862    
   2.50001526      0.268183440      -1.18773961      -1.17578483      0.161935866       1.52349165E-02  0.610088706      0.547887266       2.12314200      0.399045765      0.402498335      0.916044652      -1.39621830      0.850999355    
   2.75000763      0.447989553      -1.18773961      -1.17540097      0.161609337       2.44819541E-02  0.610475481      0.581166208       2.11617446       5.08317649E-02  0.401037842      0.910529256      -1.39781964      0.584686458    
   3.00001526      0.561309457      -1.18773961      -1.17396724      0.160388812       1.08057186E-02  0.611921549      0.267831326       2.10099864      0.363423228      0.399575084      0.904102206      -1.39942276      0.320142806    
   3.25001526      0.607925653      -1.18773961      -1.17601442      0.162131116       1.16581414E-02  0.609857321       9.14117545E-02   2.13262963      0.233400822      0.398110300      0.902855933      -1.40102792       6.19556569E-02
   3.50000763      0.591838598      -1.18773961      -1.17582893      0.161973372       1.51336389E-02  0.610044241      0.486137450       2.12538695      0.244205222      0.396643728      0.898718178      -1.40263474      0.190864414    
   3.75001526      0.512814045      -1.18773961      -1.17569768      0.161861748       1.90402474E-02  0.610176444      0.605718672       2.11954904      0.372614950      0.395174652      0.893719196      -1.40424371      0.448256731    
   4.00001526      0.367418110      -1.18773961      -1.17235422      0.159013882       2.52465811E-02  0.613550603      0.560242772       2.20163798       4.64067794E-02  0.393703878      0.885192692      -1.40585423      0.724114776    
   4.25001526      0.157748953      -1.18773961      -1.18232620      0.167483851       3.30705754E-02  0.603517056      0.166663855       2.17339659      0.390825361      0.392230779      0.892207861      -1.40746665      0.947686195    
   4.50000763       9.69013125E-02  -1.18773961      -1.17312932      0.159674808       2.82694958E-02  0.612767577      0.516789377       2.08360958      0.282564491      0.390755862      0.877425194      -1.40908074      0.992970347    
   4.75000763      0.321020365      -1.18773961      -1.16179395      0.149965316       2.45578419E-02  0.624276221      0.472065210       2.22329712       4.19207215E-02  0.389278352      0.860948920      -1.41069698      0.802969158    
   5.00000763      0.488121986      -1.18773961      -1.15961432      0.148087472       2.30676401E-02  0.626503229      0.531335950       2.13778234      0.309830189      0.387798578      0.854307830      -1.41231513      0.534897923    
