 0. 1.2537488E-10 -0.40422213 -0.40422213 -0.90579075 1.2778203E-10 2.4009726 0. 8.937562 0. 2.2714703 6.632609 -0.4258388 1.602541
 0.25000763 0.38336083 -0.40422213 -0.40628695 -0.90069556 0.005864421 2.3880262 0.43657428 8.544062 0.5278238 2.2682223 6.6885138 -0.42640975 1.4218842
 0.50001526 0.7048403 -0.40422213 -0.41577727 -0.87760556 0.0077789044 2.3301263 0.81288147 8.8162565 0.9864821 2.264978 6.9716873 -0.4269815 1.1576971
 0.7500038 0.96729666 -0.40422213 -0.42533487 -0.8548785 0.009175498 2.2743444 1.1933758 8.53115 1.3073874 2.261738 7.645902 -0.42755392 0.95504606
 1.0000153 1.1866424 -0.40422213 -0.427556 -0.84967 0.009822084 2.2617264 1.5990701 8.001466 1.6071308 2.2585018 7.935826 -0.4281272 0.80771834
 1.2500153 1.3736346 -0.40422213 -0.42866755 -0.8470736 0.008715787 2.2554593 1.8727473 8.016999 1.8727956 2.25527 8.015662 -0.42870116 0.69224584
 1.5000153 1.534483 -0.40422213 -0.4291576 -0.84593105 0.008477434 2.252706 2.0687933 8.09756 2.0687003 2.252042 8.093525 -0.42927596 0.59765434
 1.7500305 1.6737789 -0.40422213 -0.42849824 -0.8474687 0.010774473 2.2564116 2.2138746 7.989264 2.2138035 2.248818 7.8873487 -0.42985153 0.5187016
 2.0000076 1.7945344 -0.40422213 -0.4283449 -0.84782654 0.0115898205 2.257275 2.2572026 7.9593916 2.2437887 2.245598 7.800658 -0.43042782 0.44862503
 2.2500153 1.8985392 -0.40422213 -0.42868853 -0.8470247 0.012827715 2.255341 2.2143648 8.024737 2.1819465 2.2423823 7.838824 -0.43100488 0.3845684
 2.5000153 1.9872632 -0.40422213 -0.42888066 -0.8465766 0.013775351 2.2542613 2.09794 8.074484 2.0043244 2.2391706 7.726938 -0.43158278 0.32613543
 2.7500305 2.0619154 -0.40422213 -0.42899865 -0.8463015 0.014814887 2.2535982 1.8928043 8.057372 1.7463107 2.2359622 7.6955695 -0.43216145 0.2718951
 3.0000305 2.1234539 -0.40422213 -0.4289928 -0.84631515 0.015992576 2.253631 1.6199431 8.057174 1.229846 2.2327585 7.3682218 -0.43274087 0.22114755
 3.2500153 2.1726985 -0.40422213 -0.42879236 -0.8467825 0.017315056 2.2547574 1.2836934 8.052519 0.76512307 2.2295587 7.315741 -0.433321 0.17374833
 3.5000153 2.2102017 -0.40422213 -0.42882714 -0.8467014 0.016861752 2.254562 0.9071472 8.062782 0.22967903 2.2263627 7.238134 -0.433902 0.12677442
 3.7500153 2.23607 -0.40422213 -0.42886403 -0.8466154 0.016477574 2.2543547 0.49789798 8.072238 0.2666269 2.223171 7.2235966 -0.4344837 0.08096918
 4.0000153 2.250608 -0.40422213 -0.42886457 -0.8466141 0.016529476 2.2543516 0.06318727 8.072052 0.7682329 2.2199829 7.191172 -0.43506625 0.03652989
 4.2500153 2.2539916 -0.40422213 -0.42886287 -0.84661806 0.016830701 2.2543612 0.3738163 8.071992 1.2613478 2.216799 7.1269 -0.43564954 0.011468929
 4.5000153 2.24624 -0.40422213 -0.42885858 -0.84662807 0.017298969 2.2543852 0.7977986 8.070753 1.652467 2.213619 7.0963144 -0.43623364 0.05393059
 4.7500153 2.2272556 -0.40422213 -0.4288454 -0.84665877 0.017790414 2.2544591 1.1928 8.068202 1.9745893 2.2104425 7.0286384 -0.43681854 0.098935686
 5.000002 2.196858 -0.40422213 -0.42882526 -0.84670573 0.018128768 2.2545726 1.5444084 8.063193 2.148306 2.2072706 7.011343 -0.43740416 0.14499715
 5.2500076 2.1547244 -0.40422213 -0.4286936 -0.8470129 0.018934054 2.2553124 1.8550805 8.03095 2.203803 2.2041025 6.9756036 -0.4379906 0.19306386
 5.5000076 2.1021209 -0.40422213 -0.432544 -0.8380712 0.01716283 2.2338464 2.1223903 7.8626223 2.1565495 2.2009385 7.0330853 -0.4385778 0.22435229
 5.7500153 2.0396926 -0.40422213 -0.43262622 -0.83788115 0.01444302 2.2333918 2.2159526 7.87567 1.9880648 2.1977777 7.0114174 -0.43916586 0.27575365
 6.0000153 1.9640299 -0.40422213 -0.43273962 -0.83761907 0.013641117 2.2327654 2.2288632 7.900874 1.6639947 2.1946216 6.952214 -0.43975466 0.3303126
 6.2500153 1.8741866 -0.40422213 -0.43279243 -0.83749706 0.014170876 2.2324736 2.1634748 7.9146876 1.280431 2.1914692 6.939147 -0.44034424 0.38931838
 6.5000305 1.7690067 -0.40422213 -0.432994 -0.83703136 0.014757654 2.2313614 2.0355086 7.9542093 0.8199034 2.1883202 6.9231873 -0.4409347 0.4535471
 6.7500153 1.6467941 -0.40422213 -0.4329989 -0.8370201 0.014481369 2.2313342 1.8172996 7.9550323 0.31302908 2.185176 6.9080515 -0.44152582 0.52574205
 7.000004 1.5053614 -0.40422213 -0.4331942 -0.8365692 0.0151944775 2.2302575 1.5320233 7.9592495 0.2082048 2.182035 6.895128 -0.44211778 0.6078712
 7.2500153 1.3417497 -0.40422213 -0.43377054 -0.8352396 0.016408972 2.227085 1.5488907 8.261214 0.74806374 2.178898 6.866995 -0.44271055 0.7040123
 7.5000153 1.1517093 -0.40422213 -0.4362228 -0.8296022 0.019700343 2.2136781 1.184194 8.240262 0.94048184 2.175765 7.0018897 -0.4433041 0.81936204
 7.7500153 0.92902905 -0.40422213 -0.43765754 -0.82631856 0.020783314 2.205901 0.7188262 8.18226 1.1838268 2.172636 7.098947 -0.44389847 0.9692283
 8.000015 0.6628394 -0.40422213 -0.4394589 -0.8222111 0.021122018 2.1962059 0.3697297 7.7902803 1.6967003 2.169511 6.9996414 -0.4444936 1.1706762
 8.250015 0.33934662 -0.40422213 -0.44721198 -0.80472255 0.023566788 2.155338 0.84170693 7.754841 0.5508355 2.1663895 7.9257145 -0.44508955 1.4265698
 8.500015 0.046722636 -0.40422213 -0.45211506 -0.7938186 0.030212035 2.1301897 1.6233311 7.4698696 1.1612095 2.1632721 7.796882 -0.44568628 1.5690402
 8.750008 0.4153408 -0.40422213 -0.44104344 -0.8186119 0.036741305 2.1877413 1.0646123 8.095209 2.1601171 2.1601584 7.0055146 -0.44628382 1.3719227
 9.000015 0.7252128 -0.40422213 -0.4410991 -0.8184857 0.036333866 2.187445 1.4366155 8.078743 2.0888414 2.1570485 6.9760466 -0.4468822 1.1194727
 9.250015 0.97969383 -0.40422213 -0.44406715 -0.8117795 0.0275289 2.1717496 2.1471698 7.54467 2.0886476 2.1539428 7.174507 -0.44748133 0.9264651
 9.500015 1.1925865 -0.40422213 -0.445025 -0.80962485 0.027869172 2.166727 2.1554437 7.7001047 1.9916211 2.1508408 7.2429385 -0.44808128 0.78194994
 9.750015 1.3731903 -0.40422213 -0.44580632 -0.8078707 0.023349723 2.162646 2.1413882 7.66309 1.7360121 2.1477423 7.2211847 -0.44868207 0.6673015
 10.0000305 1.527855 -0.40422213 -0.44589818 -0.80766463 0.018456712 2.1621668 2.050585 7.684323 1.3937225 2.1446478 7.207672 -0.44928366 0.5729705
 10.2500305 1.6606789 -0.40422213 -0.44607073 -0.80727774 0.013156736 2.1612678 1.9121175 7.72319 0.94166183 2.1415572 7.1801953 -0.44988602 0.49172226
 10.500015 1.774454 -0.40422213 -0.4462241 -0.806934 0.009822846 2.1604693 1.767326 7.792019 0.27334815 2.1384706 6.906083 -0.45048916 0.41986293
 10.750008 1.8711001 -0.40422213 -0.4464951 -0.80632687 0.0068667233 2.1590595 1.5791163 7.8499475 0.77015895 2.135388 6.8966613 -0.45109314 0.35452607
 11.000015 1.9521279 -0.40422213 -0.44661295 -0.80606294 0.0050058844 2.158447 1.3929214 7.923028 1.3713939 2.1323087 6.8272715 -0.45169795 0.29462266
 11.250004 2.0186875 -0.40422213 -0.44672874 -0.8058037 0.003257973 2.1578455 1.0147185 7.910929 1.7222357 2.1292336 6.818363 -0.4523035 0.23844777
 11.500015 2.071535 -0.40422213 -0.4468718 -0.8054836 0.0028709995 2.1571026 0.60740304 7.9061193 1.9859179 2.1261618 6.7972136 -0.45290998 0.18487976
 11.750015 2.1112745 -0.40422213 -0.44696343 -0.8052785 0.0038470267 2.156627 0.17389584 7.9010077 2.1066647 2.1230943 6.791176 -0.45351717 0.1334771
 12.000015 2.1383462 -0.40422213 -0.44702774 -0.8051346 0.005240479 2.1562932 0.25735858 7.899725 2.095416 2.1200304 6.7633247 -0.45412523 0.083495885
 12.2500305 2.1530852 -0.40422213 -0.4470371 -0.8051137 0.0072554257 2.1562448 1.2399417 7.6682057 1.8515115 2.1169698 6.691951 -0.45473415 0.034926154
 12.5000305 2.1556947 -0.40422213 -0.44703913 -0.80510914 0.008251927 2.1562345 1.5705068 7.669394 1.5270172 2.1139135 6.679047 -0.4553438 0.014426507
 12.7500305 2.1460848 -0.40422213 -0.4470283 -0.80513334 0.0102688465 2.1562905 1.4311504 7.89226 1.0373467 2.1108606 6.64674 -0.4559543 0.06286171
 13.000008 2.1242826 -0.40422213 -0.44702345 -0.80514425 0.01172487 2.1563156 1.718719 7.894062 0.12588684 2.1078124 6.469234 -0.45656556 0.11187772
 13.250015 2.090065 -0.40422213 -0.44700158 -0.8051932 0.013084434 2.1564293 1.944682 7.8921723 0.7291982 2.104767 6.443594 -0.45717773 0.16219695
 13.500015 2.043071 -0.40422213 -0.44701087 -0.8051724 0.014301054 2.1563811 0.9211302 8.597394 1.2326647 2.1017258 6.4293466 -0.4577907 0.21409108
 13.750015 1.98285 -0.40422213 -0.44707853 -0.80502105 0.015593904 2.1560302 2.094039 7.6890507 1.7448624 2.0986884 6.3768673 -0.45840442 0.26821437
 14.000015 1.9086931 -0.40422213 -0.44715795 -0.80484337 0.016590985 2.1556182 1.9841186 7.718115 2.0041747 2.0956545 6.3555455 -0.45901904 0.32569408
 14.250008 1.8196218 -0.40422213 -0.44727075 -0.8045912 0.015364844 2.1550336 1.8467685 7.7606897 2.0924065 2.0926247 6.3398075 -0.45963442 0.38759732
 14.500008 1.7144277 -0.40422213 -0.44758224 -0.803895 0.014331778 2.1534204 1.9241444 7.9490767 2.0223353 2.0895982 6.3305173 -0.4602507 0.4550392
 14.750004 1.5916445 -0.40422213 -0.4483782 -0.8021182 0.015292537 2.1493084 1.7130393 7.9591823 1.8753273 2.0865757 6.3516355 -0.46086773 0.5296122
 15.000015 1.448606 -0.40422213 -0.44846314 -0.80192876 0.01439668 2.1488705 1.3086733 7.912294 1.4196837 2.0835567 6.3006926 -0.46148568 0.6169055
 15.250015 1.2819792 -0.40422213 -0.4491966 -0.80029464 0.013033621 2.145095 0.8506822 7.8807306 1.0413603 2.0805414 6.3105974 -0.4621044 0.7192847
