   0.00000000       1.25374877E-10  -1.50739932      -1.50739932      0.410385847       4.79606320E-11  0.298636079       0.00000000       1.54925430       0.00000000      0.417003304       1.63155985      -1.38030481      0.601484120    
  0.250015259      0.143453851      -1.50739932      -1.51131427      0.412979662       2.99492595E-03  0.294802010      0.248513013       1.56649816      0.341798633      0.415560663       1.62653029      -1.38188803      0.508925259    
  0.500015259      0.244541794      -1.50739932      -1.51467371      0.415200055       7.00240955E-03  0.291495919      0.272003621       1.62062025      0.385985225      0.414116591       1.61816609      -1.38347292      0.302521914    
  0.750015259      0.293302029      -1.50739932      -1.50825155      0.410951078       1.49425017E-02  0.297803044       3.42697874E-02   1.55719554       9.68307480E-02  0.412670493       1.62234175      -1.38505983       9.58004370E-02
   1.00001526      0.282606989      -1.50739932      -1.50707996      0.410173982       2.15139650E-02  0.298947930      0.195182726       1.63075006      0.271082014      0.411222786       1.62721848      -1.38664842      0.181913957    
   1.25003052      0.212307319      -1.50739932      -1.50875878      0.411287308       2.42651198E-02  0.297307014      0.286219567       1.57513392      0.408166856      0.409773320       1.63595557      -1.38823891      0.401125789    
   1.50001526      0.101462089      -1.50739932      -1.52626991      0.422826797       2.58729104E-02  0.279958934      0.110258900       1.60331011      0.169290677      0.408322304       1.60952508      -1.38983095      0.524908543    
   1.75003052       6.06483892E-02  -1.50739932      -1.54424536      0.434535354       1.87073909E-02  0.261628270      0.180044904       1.56142056      0.240675434      0.406869024       1.58986890      -1.39142513      0.520110488    
   2.00001526      0.163581848      -1.50739932      -1.54775226      0.436803728       7.48238573E-03  0.257978112      0.248149306       1.54551721      0.402843595      0.405414134       1.57738245      -1.39302099      0.398927450    
   2.25000763      0.234326661      -1.50739932      -1.54684925      0.436220109       2.63928212E-02  0.258920431       4.45016176E-02   1.52800822      0.188175097      0.403957307       1.58130622      -1.39461863      0.214331657    
   2.50000763      0.254139662      -1.50739932      -1.54515719      0.435125649       2.37666648E-02  0.260681540      0.125058115       1.58264911      0.200811908      0.402498484       1.57914996      -1.39621818      0.111848705    
   2.75001526      0.221110135      -1.50739932      -1.54809904      0.437027752       2.52588233E-03  0.257615745      0.257354110       1.57790387      0.400367171      0.401037842       1.57974613      -1.39781964      0.258854628    
   3.00001526      0.142245263      -1.50739932      -1.55346859      0.440490216       2.61967406E-02  0.251969576      0.126727924       1.56566727      0.224082381      0.399575084       1.57460606      -1.39942276      0.419790000    
   3.25001526       4.71745655E-02  -1.50739932      -1.55884790      0.443947017       2.34355032E-02  0.246243685      0.167125940       1.53394485      0.187059164      0.398110300       1.56412339      -1.40102792      0.498216003    
   3.50001526      0.107568942      -1.50739932      -1.55347621      0.440495133       2.02942099E-02  0.251961529      0.250732929       1.56650829      0.394191742      0.396643579       1.56789887      -1.40263486      0.463945597    
   3.75001526      0.201314658      -1.50739932      -1.54582429      0.435557276       2.58358642E-02  0.259987861      0.186468199       1.58047819      0.281167150      0.395174652       1.57961237      -1.40424371      0.324336171    
   4.00001526      0.253625900      -1.50739932      -1.53764522      0.430252165       2.92172432E-02  0.268428981       2.11369339E-02   1.59201586       3.56550924E-02  0.393703878       1.59082043      -1.40585423      0.168846950    
   4.25001526      0.255880654      -1.50739932      -1.53420198      0.428010374       3.79633643E-02  0.271943182      0.236888796       1.59278154      0.322885662      0.392230779       1.60141659      -1.40746665      0.176373273    
   4.50001526      0.208307877      -1.50739932      -1.53369582      0.427680403       3.90225574E-02  0.272458047      0.244544536       1.59423780      0.362728357      0.390755624       1.60105944      -1.40908098      0.343229562    
   4.75001526      0.122668006      -1.50739932      -1.54173493      0.432908356       3.74814421E-02  0.264225185       1.07537676E-02   1.57992494       4.36650729E-03  0.389278263       1.58239555      -1.41069710      0.472118467    
   5.00001526       7.51259252E-02  -1.50739932      -1.54400885      0.434382170       2.46628467E-02  0.261873215      0.226248473       1.57927728      0.318740577      0.387798578       1.58551860      -1.41231513      0.511572838    
   5.25000763      0.154254347      -1.50739932      -1.53371823      0.427695006       2.71668974E-02  0.272435218      0.260620862       1.59233725      0.375956833      0.386316925       1.59723032      -1.41393483      0.447294861    
   5.50001526      0.231909201      -1.50739932      -1.53065860      0.425698102       5.36948219E-02  0.275537342       9.98192057E-02   1.59837544      0.138445109      0.384832531       1.59817588      -1.41555667      0.287562609    
   5.75000763      0.263993561      -1.50739932      -1.53275359      0.427065849       3.14327329E-02  0.273415089      0.156088144       1.59868872      0.221402630      0.383346140       1.59811258      -1.41718018      0.135688826    
   6.00000763      0.241005704      -1.50739932      -1.53489006      0.428458750       1.72703303E-02  0.271242708      0.132907182       1.53119910      0.378217340      0.381857276       1.59067202      -1.41880560      0.240076438    
   6.25001526      0.163415298      -1.50739932      -1.53550351      0.428858340       5.53214327E-02  0.270617425       3.16217833E-04   1.56257510      0.182856530      0.380365998       1.59431541      -1.42043293      0.428807199    
   6.50001526       5.35516925E-02  -1.50739932      -1.54305232      0.433762491       2.80329175E-02  0.262863964      0.258462042       1.53998291      0.206487507      0.378872305       1.58857012      -1.42206204      0.526070416    
   6.75001526       9.30666551E-02  -1.50739932      -1.55205250      0.439578235       1.81705207E-02  0.253464997      0.249005929       1.57714283      0.360548854      0.377376229       1.57060730      -1.42369306      0.481166124    
   7.00001526      0.192215502      -1.50739932      -1.54477465      0.434878051       2.19719056E-02  0.261078864      0.126294702       1.58384204      0.184834883      0.375877559       1.58436501      -1.42532599      0.349327296    
   7.25001526      0.251570404      -1.50739932      -1.53912461      0.431213826       2.49755327E-02  0.266912043      0.266839176       1.52751386      0.151323348      0.374376297       1.58774674      -1.42696083      0.171587706    
   7.50003052      0.260643631      -1.50739932      -1.53814447      0.430576801       2.53743753E-02  0.267917395      0.261787117       1.59037375      0.361982703      0.372872531       1.59187496      -1.42859745      0.118737064    
   7.75003052      0.219212204      -1.50739932      -1.54075789      0.432274431       2.24548168E-02  0.265232354      0.171862304       1.58558238      0.250011504      0.371366054       1.58732116      -1.43023598      0.291551471    
   8.00001526      0.128123879      -1.50739932      -1.53672671      0.429654658       2.63210870E-02  0.269368500      0.173307508       1.56518114       4.87589799E-02  0.369857013       1.59329629      -1.43187642      0.476174831    
   8.25003052       5.49822822E-02  -1.50739932      -1.53960657      0.431526899       8.73765629E-03  0.266416937      0.142562240       1.52491999      0.335560262      0.368345112       1.59194899      -1.43351877      0.531886280    
   8.50003052      0.144378722      -1.50739932      -1.53966236      0.431563139       5.14009446E-02  0.266359538      0.102507465       1.52799189      0.301432520      0.366830498       1.58982754      -1.43516302      0.448477685    
   8.75001526      0.229246095      -1.50739932      -1.53485096      0.428433269       6.18476383E-02  0.271282464      0.267187744       1.52910364       9.30892862E-03  0.365313202       1.58973825      -1.43680894      0.281234801    
